year,date,section_id,text,fallacy,subcategory,speaker,complete_date,filename,component_id,component_span,component_text
2016,09Oct,5,Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system.,False Cause,False Cause,CLINTON,9 10 2016,42_2016,T513,56183 56307,Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system
1960,13Oct,6,"Now, as a result of our taking the strong stand that we did, the civil war there was ended; and today, at least in the south of Indochina, the Communists have moved out and we do have a strong, free bastion there.",False Cause,False Cause,NIXON,13 10 1960,3_1960,T339,23471 23556,"as a result of our taking the strong stand that we did, the civil war there was ended"
1984,21Oct,3,"In Lebanon, this President exercised American power, all right, but the management of it was such that our marines were killed, we had to leave in humiliation, the Soviet Union became stronger, terrorists became emboldened. And it was because they did not think through how power should be exercised, did not have the American public with them on a plan that worked, that we ended up the way we did.",False Cause,False Cause,MONDALE,21 10 1984,12_1984,T196,21315 21441,"In Lebanon, this President exercised American power, all right, but the management of it was such that our marines were killed"
2004,05Oct,6,we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit.,False Cause,False Cause,EDWARDS,5 10 2004,30_2004,T729,53336 53466,"last four years, we have gone from a $5 trillion projected surplus when George Bush took office to a $3 trillion projected deficit"
1992,15Oct,5,"That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more. And that's why he wants to veto it, just like he vetoed an earlier bill this year.",False Cause,False Cause,CLINTON,15 10 1992,21_1992,T574,3062 3165,That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more
2004,13Oct,4,"But you know why the Pell Grants have gone up in their numbers? Because more people qualify for them because they don't have money.  But they're not getting the $5,100 the president promised them. They're getting less money.",False Cause,False Cause,KERRY,13 10 2004,32_2004,T545,22017 22075,you know why the Pell Grants have gone up in their numbers
1976,22Oct,13,Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy. The economic growth is less than half today what it was at the beginning of this year. And housing starts - he compares the housing starts with last year.,False Cause,False Cause,CARTER,22 10 1976,7_1976,T199,62814 62976,Under the present administration - Nixon's and Ford's - we've had three times the inflation rate that we experienced under President Johnson and President Kennedy
1996,09Oct,5,"Bill Clinton, as President, has provided that kind of leadership. We are more secure and stronger today because of Bill Clinton's handling of foreign policy.",False Cause,False Cause,GORE,9 10 1996,23_1996,T330,37427 37491,"Bill Clinton, as President, has provided that kind of leadership"
1996,09Oct,5,"We caused problems in the first place by denying Caribbean countries and third-world countries a chance to trade freely in the United States. It causes economic problems and turmoil, and then we turn around, as we did in Mexico, having to bail them out.",False Cause,False Cause,KEMP,9 10 1996,23_1996,T345,39552 39692,We caused problems in the first place by denying Caribbean countries and third-world countries a chance to trade freely in the United States
2004,05Oct,3,I personally think one of the reasons that we don't have as many suicide attacks today in Israel as we've had in the past is because Saddam is no longer in business.,False Cause,False Cause,CHENEY,5 10 2004,30_2004,T636,45546 45710,I personally think one of the reasons that we don't have as many suicide attacks today in Israel as we've had in the past is because Saddam is no longer in business
2004,05Oct,11,Have you ever seen America more divided? Have you ever seen Washington more divided?  The reality is it is not an accident.,False Cause,False Cause,EDWARDS,5 10 2004,30_2004,T368,92101 92140,Have you ever seen America more divided
1992,13Oct,3,"By contrast, in the nation as a whole, during the last 4 years, it is the first time since the presidency of Herbert Hoover, that we have gone for a 4-year period with fewer jobs at the end of that 4-year period than we had at the beginning.",False Cause,False Cause,GORE,13 10 1992,18_1992,T184,18855 19095,"By contrast, in the nation as a whole, during the last 4 years, it is the first time since the presidency of Herbert Hoover, that we have gone for a 4-year period with fewer jobs at the end of that 4-year period than we had at the beginning"
2000,11Oct,1,"The power of example is America's greatest power in the world. And that means, for example, standing up for human rights. It means addressing the problems of injustice and inequity, along the lines of race and ethnicity here at home, because in all these other places around the world where they're having these terrible problems, when they feel hope, it is often because they see in us a reflection of their potential.",False Cause,False Cause,GORE,11 10 2000,27_2000,T26,3834 3895,The power of example is America's greatest power in the world
1960,26Sep,1,That shows that there's been more growth in this Administration than in its predecessor,False Cause,False Cause,NIXON,26 9 1960,1_1960,T84,11093 11181,That shows that there's been more growth in this Administration than in its predecessor
1960,26Sep,1,We find that your wages have gone up five times as much in the Eisenhower Administration as they did in the Truman Administration,False Cause,False Cause,NIXON,26 9 1960,1_1960,T85,11294 11411,your wages have gone up five times as much in the Eisenhower Administration as they did in the Truman Administration
1960,26Sep,1,We find that the prices you pay went up five times as much in the Truman Administration as they did in the Eisenhower Administration,False Cause,False Cause,NIXON,26 9 1960,1_1960,T86,11456 11576,the prices you pay went up five times as much in the Truman Administration as they did in the Eisenhower Administration
1960,26Sep,1,This means that the average family income went up fifteen per cent in the Eisenhower years as against two percent in the Truman years,False Cause,False Cause,NIXON,26 9 1960,1_1960,T88,11624 11742,the average family income went up fifteen per cent in the Eisenhower years as against two percent in the Truman years
1992,15Oct,6,Some of the states that have the toughest anti-gun laws have the highest levels of crime.,False Cause,False Cause,BUSH,15 10 1992,21_1992,T681,3520 3608,Some of the states that have the toughest anti-gun laws have the highest levels of crime
1976,06Oct,2,"We have been successful in Portugal, where a year ago it looked like there was a very great possibility that the uh - Communists would take over in Portugal. It didn't happen. We have a democracy in Portugal today.",False Cause,False Cause,FORD,6 10 1976,6_1976,T224,7910 7945,We have been successful in Portugal
1992,15Oct,11,"Since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule.",False Cause,False Cause,BUSH,15 10 1992,21_1992,T123,377 519,"Since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule"
1988,25Sep,3,"But when I proposed my plan this past Tuesday, he or one of his spokesmen called it socialized medicine. The last time the Vice President used that phrase, I suspect he remembers it, don't you? It was in 1964 and that's what he called Medicare. Well, he was wrong then and he's wrong now.",False Cause,False Cause,DUKAKIS,25 9 1988,13_1988,T439,22481 22506,I suspect he remembers it
1960,07Oct,1,"There were eleven dictators in South America and in Central America when we came in, in 1953. Today there are only three left including the one in Cuba.",False Cause,False Cause,NIXON,7 10 1960,2_1960,T13,3051 3143,"There were eleven dictators in South America and in Central America when we came in, in 1953"
2004,05Oct,4,"In the time that they have been in office, in the last four years, 1.6 million private sector jobs have been lost, 2.7 million manufacturing jobs have been lost. And it's had real consequences in places like Cleveland.",False Cause,False Cause,EDWARDS,5 10 2004,30_2004,T692,50304 50421,"in the last four years, 1.6 million private sector jobs have been lost, 2.7 million manufacturing jobs have been lost"
2004,05Oct,4,"During the time that the vice president and the president have been in office, 4 million more Americans have fallen into poverty.",False Cause,False Cause,EDWARDS,5 10 2004,30_2004,T696,50683 50811,"During the time that the vice president and the president have been in office, 4 million more Americans have fallen into poverty"
2000,05Oct,10,"After all, the Welfare Reform Act, which Al Gore promised to lead the effort on to get people off of welfare to set time limits, to get people to enjoy the dignity of work. That was a bipartisan act that was adopted. The Anti-Crime Act that has helped to lower crime more than 20% in our country was also bipartisan. The Balanced Budget Act of 1997 which was critical to getting our economy to the point and our government to the point of unprecedented surplus we enjoy today also was bipartisan, and Al Gore was involved.",False Cause,False Cause,LIEBERMAN,5 10 2000,26_2000,T90,59779 59939,"the Welfare Reform Act, which Al Gore promised to lead the effort on to get people off of welfare to set time limits, to get people to enjoy the dignity of work"
2004,30Sep,3,They're fighting us because they're fighting freedom.,False Cause,False Cause,BUSH,30 9 2004,29_2004,T584,48112 48131,They're fighting us
1960,07Oct,8,"And when we compare the economic progress of this country in the Truman Administration with that of the Eisenhower Administration, we find that in every index there has been a tr- great deal more performance and more progress in this Administration than in that one.",False Cause,False Cause,NIXON,7 10 1960,2_1960,T480,39219 39480,"when we compare the economic progress of this country in the Truman Administration with that of the Eisenhower Administration, we find that in every index there has been a tr- great deal more performance and more progress in this Administration than in that one"
2004,13Oct,7,And just look at other countries that have tried to have federally controlled health care. They have poor-quality health care.,False Cause,False Cause,BUSH,13 10 2004,32_2004,T749,38512 38597,just look at other countries that have tried to have federally controlled health care
2008,15Oct,1,The catalyst for this housing crisis was the Fannie and Freddie Mae that caused subprime lending situation that now caused the housing market in America to collapse.,False Cause,False Cause,MCCAIN,15 10 2008,36_2008,T9,3530 3694,The catalyst for this housing crisis was the Fannie and Freddie Mae that caused subprime lending situation that now caused the housing market in America to collapse
1996,06Oct,3,"But it won't be possible to do, if his tax scheme passes because even his own campaign co-chair, Senator D'Amato, says he'll have to cut Medicare even more than was cut in the bill that I vetoed.",False Cause,False Cause,CLINTON,6 10 1996,22_1996,T183,14711 14763,"it won't be possible to do, if his tax scheme passes"
1960,07Oct,11,"In the Truman Administration, six hundred million people went behind the Iron Curtain including the satellite countries of Eastern Europe and Communist China.",False Cause,False Cause,NIXON,7 10 1960,2_1960,T86,49492 49649,"In the Truman Administration, six hundred million people went behind the Iron Curtain including the satellite countries of Eastern Europe and Communist China"
1960,07Oct,11,In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.,False Cause,False Cause,NIXON,7 10 1960,2_1960,T107,49651 49712,In this Administration we've stopped them at Quemoy and Matsu
1960,07Oct,11,"Now, there are people who go to bed hungry in the United States - far less, incidentally, than used to go to bed hungry when we came into power at the end of the Truman Administration.",False Cause,False Cause,NIXON,7 10 1960,2_1960,T80,50476 50654,"there are people who go to bed hungry in the United States - far less, incidentally, than used to go to bed hungry when we came into power at the end of the Truman Administration"
1996,06Oct,7,"But, let's start with Somalia, where they dragged Americans through the streets, and where 18 Americans were killed one day, because they didn't have, they were pinned down for eight hours, the rangers.",False Cause,False Cause,DOLE,6 10 1996,22_1996,T455,36290 36486,"let's start with Somalia, where they dragged Americans through the streets, and where 18 Americans were killed one day, because they didn't have, they were pinned down for eight hours, the rangers"
1992,13Oct,4,We won the Cold War because we invested in national security. We won the Cold War because we invested in our military. We didn't win the Cold -- we won the Cold War because we invested in national security. We won the Cold War because America had the political will and made the right decisions.,False Cause,False Cause,QUAYLE,13 10 1992,18_1992,T280,28174 28193,We won the Cold War
1992,13Oct,4,We won the Cold War because we invested and we went forward.,False Cause,False Cause,QUAYLE,13 10 1992,18_1992,T280,28174 28193,We won the Cold War
2004,13Oct,2,"In fact, it's starting to fall apart not because of lawsuits -- though they are a problem, and John Edwards and I are committed to fixing them -- but because of the larger issue that we don't cover Americans.",False Cause,False Cause,KERRY,13 10 2004,32_2004,T373,8836 8887,it's starting to fall apart not because of lawsuits
1996,06Oct,6,You resisted the appointment of a drug czar there because you thought it might interfere with treatment.,False Cause,False Cause,DOLE,6 10 1996,22_1996,T349,28926 29029,You resisted the appointment of a drug czar there because you thought it might interfere with treatment
1996,06Oct,6,"Then when we had the assault weapons ban in the Senate, Senator Dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the National Rifle Association didn't want the assault weapons ban, just like they didn't want the Brady Bill.",False Cause,False Cause,CLINTON,6 10 1996,22_1996,T402,32989 33269,"when we had the assault weapons ban in the Senate, Senator Dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the National Rifle Association didn't want the assault weapons ban, just like they didn't want the Brady Bill"
1992,15Oct,7,"And I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long.",Slippery Slope,Slippery Slope,BUSH,15 10 1992,21_1992,T716,879 969,"I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long"
1992,15Oct,2,Our children will not see the American dream because of this debt that somebody somewhere dropped on us.,Slippery Slope,Slippery Slope,PEROT,15 10 1992,21_1992,T476,6353 6456,Our children will not see the American dream because of this debt that somebody somewhere dropped on us
1984,07Oct,4,"And if it won't come down, the economy's going to slow down, maybe go into a recession.",Slippery Slope,Slippery Slope,MONDALE,7 10 1984,10_1984,T272,32227 32282,"if it won't come down, the economy's going to slow down"
2000,05Oct,6,Numerous administrations going back certainly to World War II have had to wrestle with the problem of what should happen to the Middle East.,Slippery Slope,Slippery Slope,CHENEY,5 10 2000,26_2000,T586,37899 38038,Numerous administrations going back certainly to World War II have had to wrestle with the problem of what should happen to the Middle East
2004,08Oct,16,"The truth of that matter is, if you listen carefully, Saddam would still be in power if he were the president of the United States, ""And the world would be a lot better off.""",Slippery Slope,Slippery Slope,BUSH,8 10 2004,31_2004,T387,86174 86250,Saddam would still be in power if he were the president of the United States
1988,25Sep,12,"Well, I think we have to go to work on the problem of Third World debt and we've got to assist those Third World countries in dealing with this massive debt which they currently-which they have incurred and which is burdening them and which if we don't do something about it and assist them along with other nations around the world, we'll destroy their economies, destroy their future. And at the same time will destroy markets that are important to our farmers.",Slippery Slope,Slippery Slope,DUKAKIS,25 9 1988,13_1988,T234,80437 80501,I think we have to go to work on the problem of Third World debt
1980,28Oct,7,"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system, which would, in effect, very quickly bankrupt it.",Slippery Slope,Slippery Slope,CARTER,28 10 1980,9_1980,T428,65006 65151,"Although Governor Reagan has changed his position lately, on four different occasions, he has advocated making Social Security a voluntary system"
1960,26Sep,4,because I think that if the federal government moved out of the program and withdrew its supports uh - then I think you would have complete uh - economic chaos.,Slippery Slope,Slippery Slope,KENNEDY,26 9 1960,1_1960,T235,21685 21761,if the federal government moved out of the program and withdrew its supports
1960,26Sep,4,"And if the agricultural economy collapses, then the economy of the rest of the United States sooner or later will collapse.",Slippery Slope,Slippery Slope,KENNEDY,26 9 1960,1_1960,T244,22377 22415,"if the agricultural economy collapses,"
1960,26Sep,4,"So if the farmers' economy continues to decline as sharply as it has in recent years, then I think you would have a recession in the rest of the country.",Slippery Slope,Slippery Slope,KENNEDY,26 9 1960,1_1960,T248,22736 22798,I think you would have a recession in the rest of the country.
2004,30Sep,5,"The minute we have bilateral talks, the six-party talks will unwind.",Slippery Slope,Slippery Slope,BUSH,30 9 2004,29_2004,T726,60365 60432,"The minute we have bilateral talks, the six-party talks will unwind"
2004,30Sep,5,"And it is one of the things I've learned in the White House, is that there's enormous pressure on the president, and he cannot wilt under that pressure. Otherwise, the world won't be better off.",Slippery Slope,Slippery Slope,BUSH,30 9 2004,29_2004,T779,68356 68390,he cannot wilt under that pressure
2004,30Sep,5,"It will cause the six-party talks to evaporate. It will mean that China no longer is involved in convincing, along with us, for Kim Jong Il to get rid of his weapons.",Slippery Slope,Slippery Slope,BUSH,30 9 2004,29_2004,T828,73425 73471,It will cause the six-party talks to evaporate
2004,30Sep,5,"And if you enter bilateral talks, they'll be happy to walk away from the table.",Slippery Slope,Slippery Slope,BUSH,30 9 2004,29_2004,T832,73692 73766,"if you enter bilateral talks, they'll be happy to walk away from the table"
2008,26Sep,3,"But the important thing is, if we suffer defeat in Iraq, which General Petraeus predicts we will, if we adopted Senator Obama's set date for withdrawal, then that will have a calamitous effect in Afghanistan and American national security interests in the region.",Slippery Slope,Slippery Slope,MCCAIN,26 9 2008,33_2008,T602,58143 58211,"if we suffer defeat in Iraq, which General Petraeus predicts we will"
2000,17Oct,2,"And if you pass the big drug companies' bill, nothing will happen.",Slippery Slope,Slippery Slope,GORE,17 10 2000,28_2000,T429,13143 13204,"if you pass the big drug companies' bill, nothing will happen"
2016,19Oct,3,"If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby .",Slippery Slope,Slippery Slope,TRUMP,19 10 2016,43_2016,T38,6851 7014,"If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby"
2000,17Oct,4,"Now, you're -- and the way it would happen is that under his plan, if a school was designated as failing, the kids would be trapped there for another three years and then some of them would get federal vouchers and the state would be forced to match those, that money.",Slippery Slope,Slippery Slope,GORE,17 10 2000,28_2000,T219,4415 4417,No
1996,06Oct,9,It's going to blow a hole in the deficit It's going to raise taxes on nine million people and require bigger cuts than the one I vetoed.,Slippery Slope,Slippery Slope,CLINTON,6 10 1996,22_1996,T975,78658 78698,It's going to blow a hole in the deficit
1980,21Sep,7,"If we don't resolve that issue, all others become irrelevant.",Slippery Slope,Slippery Slope,ANDERSON,21 9 1980,8_1980,T352,55231 55291,"If we don't resolve that issue, all others become irrelevant"
1996,06Oct,8,"If he gets elected president, we'll start the new century without anyone in the cabinet of the President representing education in our children.",Slippery Slope,Slippery Slope,CLINTON,6 10 1996,22_1996,T736,59586 59699,we'll start the new century without anyone in the cabinet of the President representing education in our children
1960,26Sep,7,"When the federal government gets the power to pay teachers, inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach. I think this would be bad for the country; I think it would be bad for the teaching profession.",Slippery Slope,Slippery Slope,NIXON,26 9 1960,1_1960,T369,36983 37091,"inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach."
1980,28Oct,2,The President's economic plan calls for increasing the taxes to the point that we finally take so much money away from the people that we can balance the budget in that way. But we will have a very poor nation and a very unsound economy if we follow that path.,Slippery Slope,Slippery Slope,REAGAN,28 10 1980,9_1980,T119,19312 19370,we will have a very poor nation and a very unsound economy
1976,06Oct,10,"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world.",Slippery Slope,Slippery Slope,FORD,6 10 1976,6_1976,T46,53362 53529,"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world"
1976,06Oct,10,"If we had not taken our initiative, it's very, very possible that uh - the government of Rhodesia would have been overrun and that the Soviet Union and the Cubans would have dominated uh - southern Africa.",Slippery Slope,Slippery Slope,FORD,6 10 1976,6_1976,T47,53531 53735,"If we had not taken our initiative, it's very, very possible that uh - the government of Rhodesia would have been overrun and that the Soviet Union and the Cubans would have dominated uh - southern Africa"
1976,06Oct,8,If we continue under Mr. Ford's policy by 1985 or '90 we'll have twenty nations that have the capability of exploding atomic weapons. This has got to be stopped. That is one of the major challenges and major undertakings that I will assume as the next president.,Slippery Slope,Slippery Slope,CARTER,6 10 1976,6_1976,T520,47679 47778,That is one of the major challenges and major undertakings that I will assume as the next president
1960,07Oct,10,"Because when you do not tax, and tax enough to pay for your outgo, you pay it many times over in higher prices and inflation;",Slippery Slope,Slippery Slope,NIXON,7 10 1960,2_1960,T64,47771 47887,"when you do not tax, and tax enough to pay for your outgo, you pay it many times over in higher prices and inflation"
1960,13Oct,9,"Then he goes on to say that he's going to change the interest-rate situation and we're going to get some more money that way. Well, what he is saying there in effect, we're going to have inflation. We're going to go right back to what we had under Mr. Truman when he had political control of the Federal Reserve Board.",Slippery Slope,Slippery Slope,NIXON,13 10 1960,3_1960,T464,39723 39794,he goes on to say that he's going to change the interest-rate situation
2004,30Sep,6,"If America shows uncertainty or weakness in this decade, the world will drift toward tragedy.",Slippery Slope,Slippery Slope,BUSH,30 9 2004,29_2004,T905,80586 80678,"If America shows uncertainty or weakness in this decade, the world will drift toward tragedy"
2016,19Oct,4,"He said as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation .  Now, here's what that means .  It means you would have to have a massive law enforcement presence, where law enforcement officers would be going school to school, home to home, business to business, rounding up people who are undocumented .  And we would then have to put them on trains, on buses to get them out of our country .",Slippery Slope,Slippery Slope,TRUMP,19 10 2016,43_2016,T188,7462 7464,No
2012,16Oct,1,"And let's take the money that we've been spending on war over the last decade to rebuild America, roads, bridges schools. We do those things, not only is your future going to be bright but America's future is going to bright as well.",Slippery Slope,Slippery Slope,OBAMA,16 10 2012,39_2012,T58,6539 6557,We do those things
2004,13Oct,8,"And if we don't act today, the problem will be valued in the trillions.",Slippery Slope,Slippery Slope,BUSH,13 10 2004,32_2004,T779,40838 40904,"if we don't act today, the problem will be valued in the trillions"
1984,21Oct,6,"There wouldn't be time for a President to decide; it would be decided by these remote computers. It might be an oil fire, it might be a jet exhaust, the computer might decide it's a missile -- and off we go.",Slippery Slope,Slippery Slope,MONDALE,21 10 1984,12_1984,T462,55119 55167,There wouldn't be time for a President to decide
1984,21Oct,6,"This administration, by going into the Star Wars system, is going to add a dangerous new escalation.",Slippery Slope,Slippery Slope,MONDALE,21 10 1984,12_1984,T472,56463 56562,"This administration, by going into the Star Wars system, is going to add a dangerous new escalation"
2000,03Oct,4,Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors.,Slippery Slope,Slippery Slope,BUSH,3 10 2000,25_2000,T478,26670 26788,Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors
2000,03Oct,4,Surely we can work together to create a cultural life so some of these youngsters who feel like they can take a neighbor's life with a gun will understand that that's not the way America is meant to be.,Slippery Slope,Slippery Slope,BUSH,3 10 2000,25_2000,T479,26790 26991,Surely we can work together to create a cultural life so some of these youngsters who feel like they can take a neighbor's life with a gun will understand that that's not the way America is meant to be
1992,15Oct,11,"If we're not an economic superpower, we're a used to be and we will no longer be a force for good throughout the world.",Slippery Slope,Slippery Slope,PEROT,15 10 1992,21_1992,T167,4449 4507,we will no longer be a force for good throughout the world
1988,25Sep,5,"The problem, Mr. Bush, is that you've cut back by 90 percent on our commitment to affordable housing for families of low and moderate income. And when you do that, you've have homeless families.",Slippery Slope,Slippery Slope,DUKAKIS,25 9 1988,13_1988,T580,33488 33597,you've cut back by 90 percent on our commitment to affordable housing for families of low and moderate income
1988,25Sep,5,"But if we spend and spend and spend, that is going to wrap up the housing market, and we'll go right back to the days of the misery index and malaise that President Reagan and I have overcome - thank God for the United States on that one.",Slippery Slope,Slippery Slope,BUSH,25 9 1988,13_1988,T637,38424 38499,"if we spend and spend and spend, that is going to wrap up the housing marke"
2004,08Oct,17,"Tomorrow, Afghanistan will be voting for a president. In Iraq, we'll be having free elections, and a free society will make this world more peaceful.",Slippery Slope,Slippery Slope,BUSH,8 10 2004,31_2004,T447,90812 90864,"Tomorrow, Afghanistan will be voting for a president"
1960,13Oct,8,"I think the moment that you give to the union, on the one side, and to management, on the other side, the escape hatch of eventually going to government to get it settled, that most of these great strikes will end up being settled by government, and that will be a - be in the end, in my opinion, wage control; it would mean price control - all the things that we do not want.",Slippery Slope,Slippery Slope,NIXON,13 10 1960,3_1960,T439,31790 32034,"I think the moment that you give to the union, on the one side, and to management, on the other side, the escape hatch of eventually going to government to get it settled, that most of these great strikes will end up being settled by government"
2004,30Sep,3,"And if he had been in power, in other words, if we would have said, ""Let the inspectors work, or let's, you know, hope to talk him out. Maybe an 18th resolution would work,"" he would have been stronger and tougher, and the world would have been a lot worse off. There's just no doubt in my mind we would rue the day, had Saddam Hussein been in power.",Slippery Slope,Slippery Slope,BUSH,30 9 2004,29_2004,T600,49377 49546,"if he had been in power, in other words, if we would have said, ""Let the inspectors work, or let's, you know, hope to talk him out. Maybe an 18th resolution would work,"""
1960,07Oct,8,"And I believe this Administration has not met its responsibilities in the last eight years, that our power relative to that of the Communists is declining, that we're facing a very hazardous time in the sixties, and unless the United States begin to move here - unless we start to go ahead - I don't believe that we're going to meet our responsibility to our own people or to the cause of freedom.",Slippery Slope,Slippery Slope,KENNEDY,7 10 1960,2_1960,T439,37662 37868,"I believe this Administration has not met its responsibilities in the last eight years, that our power relative to that of the Communists is declining, that we're facing a very hazardous time in the sixties"
1976,06Oct,7,And when we're weak at home - weaker than all our allies - that weakness weakens the whole free world.,Slippery Slope,Slippery Slope,CARTER,6 10 1976,6_1976,T471,37154 37251,when we're weak at home - weaker than all our allies - that weakness weakens the whole free world
2004,05Oct,1,"We heard Senator Kerry say the other night that there ought to be some kind of global test before U.S. troops are deployed preemptively to protect the United States. That's part of a track record that goes back to the 1970s when he ran for Congress the first time and said troops should not be deployed without U.N. approval. Then, in the mid-'80s, he ran on the basis of cutting most of our major defense programs. In 1991, he voted against Desert Storm.  It's a consistent pattern over time of always being on the wrong side of defense issues.",Slippery Slope,Slippery Slope,CHENEY,5 10 2004,30_2004,T74,9907 10071,We heard Senator Kerry say the other night that there ought to be some kind of global test before U.S. troops are deployed preemptively to protect the United States
1960,07Oct,11,In this Administration we've stopped them at Quemoy and Matsu; we've stopped them in Indochina; we've stopped them in Lebanon; we've stopped them in other parts of the world.,Slippery Slope,Slippery Slope,NIXON,7 10 1960,2_1960,T107,49651 49712,In this Administration we've stopped them at Quemoy and Matsu
2000,11Oct,9,"I think that what -- I think the point of that is that anybody would have a hard time trying to make a tax cut plan that is so large, that would put us into such big deficits, that gives almost half the benefits to the wealthiest of the wealthy.",Slippery Slope,Slippery Slope,GORE,11 10 2000,27_2000,T944,84292 84515,"I think the point of that is that anybody would have a hard time trying to make a tax cut plan that is so large, that would put us into such big deficits, that gives almost half the benefits to the wealthiest of the wealthy"
2000,05Oct,5,"There's still fewer people in uniform today, but person-to-person, person-by-person, unit-by-unit, this is the most powerful and effective military, not only in the world today, but in the history of the world.",Slippery Slope,Slippery Slope,LIEBERMAN,5 10 2000,26_2000,T555,35596 35694,"person-to-person, person-by-person, unit-by-unit, this is the most powerful and effective military"
2000,17Oct,5,"Now, because the governor has all this money for a tax cut mostly to the wealthy, there is no money left over, so schools get testing and lawsuit reform and not much else.",Slippery Slope,Slippery Slope,GORE,17 10 2000,28_2000,T219,4415 4417,No
2020,22Oct,1,"we can’t close up our nation, or you’re not going to have a nation.",Slippery Slope,Slippery Slope,,22 10 2020,45_2020,T367,14318 14324,we can
2020,22Oct,1,"I could call the heads of Wall Street, the heads of every company in America, I would blow away every record.",Slippery Slope,Slippery Slope,TRUMP,22 10 2020,45_2020,T167,15362 15369,I would
2020,7Oct,4,"They’d impose the Green New Deal, which would crush American energy, would increase the energy cost of American families in their homes and literally would crush American jobs",Slippery Slope,Slippery Slope,PENCE,7 10 2020,44_2020,,,
1960,13Oct,4,"that once you do this - follow this course of action - of indicating that you are not going to defend a particular area, the inevitable result is that it encourages a man who is determined to conquer the world to press you to the point of no return. And that means war.",Slippery Slope,Slippery Slope,NIXON,13 10 1960,3_1960,T275,16418 16432,that means war
1980,21Sep,6,separation of church and state,Slogans,Slogan,ANDERSON,21 9 1980,8_1980,T292,46210 46394,"to try to tell the parishioners of any church, of any denomination, how they should vote, or for whom they should vote, I think violates the principle of separation of church and state"
1980,21Sep,6,freedom of choice,Slogans,Slogan,ANDERSON,21 9 1980,8_1980,T297,47144 47174,I believe in freedom of choice
1980,21Sep,6,First Amendment,Slogans,Slogan,ANDERSON,21 9 1980,8_1980,T318,49905 49948,if we really believe in the First Amendment
1980,21Sep,6,right of the individual,Slogans,Slogan,ANDERSON,21 9 1980,8_1980,T319,49950 50023,if we really believe in freedom of choice and the right of the individual
1996,09Oct,1,you serve your party best by serving the nation first,Slogans,Slogan,KEMP,9 10 1996,23_1996,T8,1874 1977,"Clearly, Abraham Lincoln put it best when he said you serve your party best by serving the nation first"
1976,06Oct,9,"Also, we'll never be strong again overseas, unless we're strong at home.",Slogans,Slogan,CARTER,6 10 1976,6_1976,T554,49128 49193,"we'll never be strong again overseas, unless we're strong at home"
2008,26Sep,6,this is the greatest country on Earth,Slogans,Slogan,OBAMA,26 9 2008,33_2008,T882,84293 84330,this is the greatest country on Earth
2016,26Sep,3,law and order,Slogans,Slogan,TRUMP,26 9 2016,41_2016,T462,43448 43469,we need law and order
2016,26Sep,3,We have to bring back law and order.,Slogans,Slogan,TRUMP,26 9 2016,41_2016,T470,44409 44444,We have to bring back law and order
2016,26Sep,3,We have to bring back law and order.Now,Slogans,Slogan,TRUMP,26 9 2016,41_2016,T470,44409 44444,We have to bring back law and order
2016,26Sep,3,we need law and order,Slogans,Slogan,TRUMP,26 9 2016,41_2016,T462,43448 43469,we need law and order
1984,07Oct,5,the sanctity of human life,Slogans,Slogan,REAGAN,7 10 1984,10_1984,T322,41890 42039,I have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life.
